Series Name	Country Name	Country Code	1990 [YR1990]	2000 [YR2000]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]
"Net financial account (BoP, current US$)"	Vietnam	VNM	..	432000000	-11868000000	-15630000000	-7966000000	-5241000000	3897000000	837180000	2803700000	-7607000000	-2568000000	-7659000000
"Net financial account (BoP, current US$)"	West Bank and Gaza	PSE	..	-849842154.1	521485358.1	-436213334.2	-201470053	-1395550561	-934431356	-1593329187	-1074828584	-1960104732	-1019247628	-997937882.6
"Net financial account (BoP, current US$)"	"Yemen, Rep."	YEM	..	..	-1175310000	-940114824.6	-845746584.9	-870952025.2	640569633.4	-814012098.9	-1042690414	-2373558090	..	..
"Net financial account (BoP, current US$)"	Zambia	ZMB	-274800000	-144650000	-380219011.6	1141491362	1647601065	1213063432	1562472375	86991076.41	-353913271.8	-671524126.3	-969672109.6	-925990652.2
"Net financial account (BoP, current US$)"	Zimbabwe	ZWE	-179067059.9	..	..	-1271638828	-415328294.6	-635747296.1	-991905968.7	-1131533141	-1971493289	-1095427194	-444123064.3	..
"Primary income on FDI, payments (current US$)"	Least developed countries: UN classification	LDC	..	..	..	..	..	..	..	..	..	..	..	..
"Primary income on FDI, payments (current US$)"	Afghanistan	AFG	0	0	89063.08	117964.73	375808.98	82779.15	1492274.876	19984.2133	72725.00522	67475.33322	1536668.933	..
"Primary income on FDI, payments (current US$)"	Angola	AGO	314100000	928630000	13184555040	6130050800	7525740360	9039928341	9722100376	9330651410	7850023916	4291998806	0	..
"Primary income on FDI, payments (current US$)"	Bangladesh	BGD	0	148956411.1	839704899	1104902407	1210194305	1298486914	1622399136	2103541993	2302599776	2206809521	1874222890	..
"Primary income on FDI, payments (current US$)"	Benin	BEN	369125.9555	-754238.6162	29506129.81	31546870.99	54785501.48	65555671.57	91400038.74	128332918.8	143569808.3	64393730.18	0	..
"Primary income on FDI, payments (current US$)"	Bhutan	BTN	0	0	3166366.007	-810472.7181	4063804.288	4595753.576	1649444.436	20105637.45	1532118.632	5332960.245	3763299.985	..
"Primary income on FDI, payments (current US$)"	Bolivia	BOL	17000000	148400000	680681578	768860000	863321039.2	976671810.2	1648979576	1916484533	1646928534	1078282072	561452842.4	..
"Primary income on FDI, payments (current US$)"	Burkina Faso	BFA	6000000	3070327.03	38163911.18	34710876.45	26381195.64	59839007.63	82164094.82	178105018.5	384460459.6	0	0	..
"Primary income on FDI, payments (current US$)"	Burundi	BDI	3252451.869	355362.1151	0	0	0	0	8491197.391	4800555.595	12907914.98	5770284.126	0	..
"Primary income on FDI, payments (current US$)"	Cabo Verde	CPV	0	5054611.74	38207554.69	26333451.95	55716659.33	41621947.53	32346432.91	16534011.63	35465983.54	15538265.11	24793556.07	..
"Primary income on FDI, payments (current US$)"	Cambodia	KHM	0	122990647.7	403486007.3	330340053.5	383649211.9	492903936	679092469.8	816159552.7	943459989.6	1068489548	1137146536	..
"Primary income on FDI, payments (current US$)"	Cameroon	CMR	138468144.5	40930998.75	164573771.9	435834339.2	165509394.6	281882924	503424758.3	647767338.2	659971948.9	411362249.7	0	..
"Primary income on FDI, payments (current US$)"	Central African Republic	CAF	2119260.461	0	0	0	0	0	0	0	0	0	0	..
"Primary income on FDI, payments (current US$)"	Chad	TCD	0	0	0	0	0	0	0	0	0	0	0	..
"Primary income on FDI, payments (current US$)"	Comoros	COM	613378.676	0	2736001.038	1738106.899	1810164.491	2407743.896	2229268.864	0	0	0	0	..
"Primary income on FDI, payments (current US$)"	"Congo, Dem. Rep."	COD	0	0	0	0	131300000	0	0	0	0	0	0	..
"Primary income on FDI, payments (current US$)"	"Congo, Rep."	COG	0	466068901.3	0	0	0	0	0	0	0	0	0	..
"Primary income on FDI, payments (current US$)"	Cote d'Ivoire	CIV	74927059.62	283960304.9	581173389.7	572142273.5	561782931.9	612061101.5	578373660.7	651321230.1	679375973.7	685630565	0	..
"Primary income on FDI, payments (current US$)"	Djibouti	DJI	0	4152576.229	5047236.961	6538338.182	6797170.846	18022630.98	7247314.611	10837211.13	5908142.452	7427413.91	0	..
"Primary income on FDI, payments (current US$)"	"Egypt, Arab Rep."	EGY	13500000	92000000	679500000	2100600000	5268100000	5079300000	5703900000	6376100000	6088900000	4374800000	3485100000	..
"Primary income on FDI, payments (current US$)"	El Salvador	SLV	31306887.32	59500000	39350000	175330000	190487228.2	203043717.9	577358046.8	641528758.8	708773944.6	726827794.3	818380286.8	..
"Primary income on FDI, payments (current US$)"	Eritrea	ERI	0	4421295.103	0	0	0	0	0	0	0	0	0	..
"Primary income on FDI, payments (current US$)"	Ethiopia	ETH	0	9341521.438	16743771.49	17705016.45	35110106.19	22502256.87	5905498.308	6181446.364	27235154.96	11992841.41	20205589.64	..
"Primary income on FDI, payments (current US$)"	"Gambia, The"	GMB	0	0	23115795.82	6811718.083	6651322.817	6615323.704	6103247.599	7616851.978	4127240.408	5799272.95	5590854.289	..
"Primary income on FDI, payments (current US$)"	Georgia	GEO	0	36122526.6	358438905.2	261808588	470171978.4	800215342.1	747230586.6	769716005.6	763126934.3	591820945.9	1139276014	..
"Primary income on FDI, payments (current US$)"	Ghana	GHA	7000000	17000000	-80347858.97	495340000	395630000	1061970000	1960513296	1219443882	1340994173	813368302.1	0	..
"Primary income on FDI, payments (current US$)"	Guinea	GIN	60660000	8432000	14190000	87590000	260000	25930000	130000	247620000	170494759.3	108582650	108156811.6	..
"Primary income on FDI, payments (current US$)"	Guinea-Bissau	GNB	0	0	260002.903	5590047.354	5650034.223	31797155.07	31240259.09	8180713.492	3098591.56	1225277.882	0	..
"Primary income on FDI, payments (current US$)"	Haiti	HTI	0	0	0	0	0	0	0	0	0	0	0	..
"Primary income on FDI, payments (current US$)"	Honduras	HND	72000000	160450000	534006822.9	601650868.7	680647629.5	909700023.6	1192304818	1207512821	1128619029	1182608279	1226010000	..
"Primary income on FDI, payments (current US$)"	India	IND	0	0	11988871923	12278774182	21763448889	23759933902	16389049089	12554794807	14026683899	13684345931	19126101136	..
"Primary income on FDI, payments (current US$)"	Indonesia	IDN	2192000000	3573700000	10674995283	8847641262	12843880425	17975449888	18165761998	17394818435	19460129875	18592591804	18760404156	..
"Primary income on FDI, payments (current US$)"	Kenya	KEN	132098224.9	28664042.98	51974606.11	60315948.63	60364505.22	104866785.9	110913452.9	124368276.3	214460145	0	0	..
"Primary income on FDI, payments (current US$)"	Kiribati	KIR	..	..	..	..	..	..	..	..	..	..	..	..
"Primary income on FDI, payments (current US$)"	"Korea, Dem. People’s Rep."	PRK	..	..	..	..	..	..	..	..	..	..	..	..
"Primary income on FDI, payments (current US$)"	Kosovo	XKX	0	0	88410542.13	101993511.5	117464209.5	132192995.8	64224654.4	96786249.63	98182007	115859112.1	123304318.4	..
"Primary income on FDI, payments (current US$)"	Kyrgyz Republic	KGZ	0	37278966.65	177934452.7	118457900	288990900	610684400	111548400	348148500	227244900	191019900	183853200	..
"Primary income on FDI, payments (current US$)"	Lao PDR	LAO	0	0	25559408.72	43061700	44200000	16189148.7	51998093.86	52479838.86	22174771.73	86209429.26	77789092.24	..
"Primary income on FDI, payments (current US$)"	Lesotho	LSO	12668558.43	71341764.07	91320030.35	116565761.2	76556203.47	187216030.1	173376397.1	154331191.9	142378019.1	125707005.2	108749225.6	..
"Primary income on FDI, payments (current US$)"	Liberia	LBR	0	0	22533658.82	5782246.275	82776.05156	11698771.2	232150000	252853000	477334349.9	372028437.2	0	..
"Primary income on FDI, payments (current US$)"	Madagascar	MDG	675971.1229	4220181.882	111112422.2	107582342.8	148674057	185246766.7	309165848.6	307379946.3	268983259.8	346877887.6	401514760.7	..
"Primary income on FDI, payments (current US$)"	Malawi	MWI	5276886.93	15106076.25	138883170.4	102771788.2	173220050.8	362214811.8	23070435.25	244826287.6	276064643.9	299031926.4	0	..
"Primary income on FDI, payments (current US$)"	Mali	MLI	3819810.883	75850842.14	326257894.9	459394955.4	402057820.8	407488468.1	445186933.3	393059601	367236708.7	0	0	..
"Primary income on FDI, payments (current US$)"	Mauritania	MRT	669900.3833	0	0	0	0	0	0	0	0	0	71769197.78	..
"Primary income on FDI, payments (current US$)"	"Micronesia, Fed. Sts."	FSM	..	..	..	..	..	..	..	..	..	..	..	..
"Primary income on FDI, payments (current US$)"	Moldova	MDA	0	2740000	150700000	140580000	151940000	256710000	117020000	164920000	134150000	217190000	169400000	..
"Primary income on FDI, payments (current US$)"	Mongolia	MNG	0	8775000	109060950.7	120986349.3	464448060.9	1022275246	754585829.8	429417984.6	460463809.8	459579273.5	208451656	..
"Primary income on FDI, payments (current US$)"	Morocco	MAR	69276429.33	268426281	835006792.7	1752886623	1445150065	2085923158	2092146248	1279159761	2219538418	1419430719	1537686173	..
"Primary income on FDI, payments (current US$)"	Mozambique	MOZ	0	300000	544416059	239943215	217727229.1	272108285.3	46067794.82	54352412.73	49296841.14	59961276.32	60544673.97	..
"Primary income on FDI, payments (current US$)"	Myanmar	MMR	147252189.3	135083889.1	1883548815	1810559049	1816169685	1955341866	2395799955	2010949027	2872426335	2646230033	2236250270	..
"Primary income on FDI, payments (current US$)"	Nepal	NPL	0	0	44091958.65	8853030.468	49702706.06	58968514.71	33892523.83	24696964.17	25517375.93	49151066.98	118952436.5	..
"Primary income on FDI, payments (current US$)"	Nicaragua	NIC	0	69400000	112900000	121300000	135200000	146100000	177000000	168700000	160400000	161100000	161700000	..
"Primary income on FDI, payments (current US$)"	Niger	NER	22573613.16	1912985.094	23242246.2	83505177.45	17456897.1	60385772.89	179399043.8	181042007.2	109434392.5	122360436.7	0	..
"Primary income on FDI, payments (current US$)"	Nigeria	NGA	134942749	2278801149	16998028474	15041373002	19957777865	23070115718	22276561537	25257102625	19508817566	12724699872	340580000	..
"Primary income on FDI, payments (current US$)"	Pakistan	PAK	53400294.88	429000000	3228000000	2548000000	2140000000	2102000000	2373000000	2908000000	3181000000	3641000000	3259000000	..
"Primary income on FDI, payments (current US$)"	Papua New Guinea	PNG	157704279.9	197719919.1	610609652.9	536560106.4	465929731.2	350194231.8	565858440.7	391149961.5	209459308.5	256880148.5	0	..
"Primary income on FDI, payments (current US$)"	Philippines	PHL	311000000	230000000	2162991052	2202106875	2417062321	2909792462	3954656260	3517913991	4277081084	4123247275	3711491701	..
"Primary income on FDI, payments (current US$)"	Rwanda	RWA	6009263.76	3062769.252	16416051.88	4660139.793	14900398.34	14787026.48	30618368.16	21595658.06	44962847.73	77336620.18	88769306.01	..
"Primary income on FDI, payments (current US$)"	Sao Tome and Principe	STP	0	0	0	0	0	0	0	0	191062.0412	976049.8179	72906.70239	..
"Primary income on FDI, payments (current US$)"	Senegal	SEN	60382395.11	84251402.97	177755841.4	147124135.9	134571153.3	208735056.5	243903391.7	306033152.3	341654169.3	0	0	..
"Primary income on FDI, payments (current US$)"	Sierra Leone	SLE	50684788.29	1811268.447	76018876.69	39019177.37	46221844.11	218861714.5	180147887.4	377652335.6	374206183.6	101314821.3	0	..
"Primary income on FDI, payments (current US$)"	Solomon Islands	SLB	2016780.138	8312158.562	64480041.51	56309805.4	47578975.8	76074519.65	64337451.33	10248620.02	45849698.26	60715341.85	70649391.73	..
"Primary income on FDI, payments (current US$)"	Somalia	SOM	0	0	0	0	0	0	0	0	0	0	0	..
"Primary income on FDI, payments (current US$)"	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..
"Primary income on FDI, payments (current US$)"	Sri Lanka	LKA	25401044.09	108540349	469900000	229700000	302880000	385000000	449338439.4	736538699	669775817.8	787221959.3	953142899.5	..
"Primary income on FDI, payments (current US$)"	Sudan	SDN	0	0	4314405121	2112393640	2392949951	2298687026	424258882.8	1144028532	721683211.7	393647660.6	172323759.8	..
"Primary income on FDI, payments (current US$)"	Swaziland	SWZ	85377892.51	65934051.68	252704843.7	352503196.3	401613284.7	397574070	466068889.1	524772505.8	602564654	416464249.7	0	..
"Primary income on FDI, payments (current US$)"	Syrian Arab Republic	SYR	0	0	1527000000	1301000000	1684466879	0	0	0	0	0	0	..
"Primary income on FDI, payments (current US$)"	Tajikistan	TJK	0	0	4129900	5382700	10773140	16930470	31946990	35491780	47916090	42569490	39713990	..
"Primary income on FDI, payments (current US$)"	Tanzania	TZA	0	13200024.46	318352094.8	341779341.2	652844000	728700000	560213826.8	617017480.1	740298690.6	776354509.5	731874197.9	..
"Primary income on FDI, payments (current US$)"	Timor-Leste	TLS	..	..	..	..	..	..	..	..	..	..	..	..
"Primary income on FDI, payments (current US$)"	Togo	TGO	15341682.75	17244956.67	51482200.61	41538690.1	67027135.43	120220542	180369452.5	179870037.4	191594003.1	121193557.7	0	..
"Primary income on FDI, payments (current US$)"	Tunisia	TUN	96774193.55	467649955.6	1957810587	1588194997	1658446276	1715960079	1533332978	1755692222	1361744739	983674249.7	0	..
"Primary income on FDI, payments (current US$)"	Uganda	UGA	0	19100000	249892339.1	247080607.1	182783431.1	262039566	251620832	343761826	347497950	229434844.8	380894799.2	..
"Primary income on FDI, payments (current US$)"	Ukraine	UKR	0	43000000	2506000000	2542000000	2218000000	4084000000	4775000000	5005000000	1742000000	471000000	1128000000	..
"Primary income on FDI, payments (current US$)"	Uzbekistan	UZB	0	0	0	0	0	0	0	0	0	0	0	..
"Primary income on FDI, payments (current US$)"	Vanuatu	VUT	15248896.91	21932090.14	29692778.25	41651693.95	51813375.18	53401393.84	75434965.89	29010875.39	27899860.25	25113928.66	0	..
"Primary income on FDI, payments (current US$)"	Vietnam	VNM	0	0	0	0	0	0	0	0	0	0	0	..
"Primary income on FDI, payments (current US$)"	West Bank and Gaza	PSE	..	..	..	..	..	..	..	..	..	..	..	..
"Primary income on FDI, payments (current US$)"	"Yemen, Rep."	YEM	283300000	855433591.5	1875430000	926510000	1509673701	2025473956	1145364923	1352458608	1392354718	203562010.3	0	..
"Primary income on FDI, payments (current US$)"	Zambia	ZMB	114800000	71400000	1346130000	265400000	1302700000	1092500000	239220000	1019575000	1321600000	34138577.74	172017682.1	..
"Primary income on FDI, payments (current US$)"	Zimbabwe	ZWE	0	0	0	10981011	30602880	128059422	165568027	142424718	133558208.5	148120595.1	0	..
GDP growth (annual %)	Least developed countries: UN classification	LDC	0.099339613	4.319084616	7.452922258	4.820053446	5.937644124	4.19888266	5.625139832	5.906120105	5.435476768	3.775027461	3.610156926	5.264221626
GDP growth (annual %)	Afghanistan	AFG	..	..	3.611368392	21.02064874	8.433290482	6.113685169	14.43474129	3.900574875	2.690521948	1.310040404	2.366711916	2.595542453
GDP growth (annual %)	Angola	AGO	-3.450098684	3.054624234	13.81709771	2.412909701	3.452874648	3.873330694	5.177593943	6.842716537	4.703970617	2.999747493	-0.813494096	0.721699272
GDP growth (annual %)	Bangladesh	BGD	5.622258162	5.293294718	6.013789759	5.045124794	5.571802274	6.46438388	6.521435078	6.013596067	6.061093054	6.552633316	7.113465228	7.284208377
GDP growth (annual %)	Benin	BEN	8.976134361	5.859992101	4.889898637	2.32930121	2.110199297	2.962750351	4.816478241	7.189716312	6.351831941	2.095808383	3.96485991	5.584195081
GDP growth (annual %)	Bhutan	BTN	10.87643469	6.93302424	4.768354226	6.657223796	11.73085436	7.890913893	5.071709815	2.142496554	5.745455168	6.597448486	7.990705411	6.818777705
GDP growth (annual %)	Bolivia	BOL	4.63578591	2.507807553	6.148497195	3.357001259	4.126722565	5.204092718	5.122274661	6.796011706	5.460569752	4.857187895	4.263919404	4.195207019
GDP growth (annual %)	Burkina Faso	BFA	-0.60292848	1.820241893	7.29449815	2.962014371	5.373373126	6.626865192	6.452698755	5.792589317	4.326837357	3.894548057	5.924577561	6.742653542
GDP growth (annual %)	Burundi	BDI	3.49982214	-0.856864059	5.048118783	3.468425425	3.785902543	4.191625681	4.01936553	4.594054218	4.660918184	-3.921142751	-0.570434451	0.51913901
GDP growth (annual %)	Cabo Verde	CPV	0.692171874	14.28486883	6.650520523	-1.270425968	1.466790097	3.968886345	1.081918279	0.802797601	0.611212666	1.006863728	3.817470428	3.891335233
GDP growth (annual %)	Cambodia	KHM	..	10.7119948	6.691577475	0.086696959	5.963078575	7.069569946	7.313345505	7.356665149	7.142571101	7.036087179	6.953094396	6.814723618
GDP growth (annual %)	Cameroon	CMR	-6.105697646	3.553374364	3.488800919	2.198664102	3.422507641	4.129277161	4.543265016	5.40426571	5.884059327	5.651463744	4.450453266	3.177084706
GDP growth (annual %)	Central African Republic	CAF	-2.147528066	-2.48943244	2.054130962	1.70923922	3.046634733	3.300719157	4.112797869	-36.69995244	1.040018047	4.799886081	4.531285963	4.299938053
GDP growth (annual %)	Chad	TCD	-4.178472373	-0.879681025	3.052691532	4.217695552	13.55010086	0.082869798	8.882576072	5.700001363	6.899985045	2.767675685	-6.255527085	-2.953771549
GDP growth (annual %)	Comoros	COM	5.091392685	10.84807495	0.400266855	1.949999978	2.199999982	2.600000088	2.999999972	3.499999994	2.061639469	1.015118459	2.200000023	2.5
GDP growth (annual %)	"Congo, Dem. Rep."	COD	-6.568310695	-6.910927317	6.225894269	2.85506401	7.107976576	6.87467089	7.086898947	8.481956636	9.470288098	6.91618781	2.399379098	3.70085075
GDP growth (annual %)	"Congo, Rep."	COG	1.000003567	7.575980392	5.572233235	7.468942484	8.751601459	3.420665681	3.799971313	3.440705249	6.779916158	2.646485877	-2.800018788	-4.589083578
GDP growth (annual %)	Cote d'Ivoire	CIV	-1.095908411	-2.068400057	2.542841476	3.251453719	2.017638592	-4.387254788	10.7065041	8.889421302	8.79407739	8.842865442	8.342113096	7.797005627
GDP growth (annual %)	Djibouti	DJI	..	..	..	..	..	..	..	..	8.920584625	9.683798116	8.722260061	4.090263628
GDP growth (annual %)	"Egypt, Arab Rep."	EGY	5.70174926	5.367997672	7.157616776	4.673844855	5.14510637	1.779594033	2.215608782	2.185466054	2.91591188	4.372019078	4.346643456	4.181221
GDP growth (annual %)	El Salvador	SLV	4.831560385	1.12605705	2.127225069	-2.08339422	2.106213123	3.811814778	2.81407469	2.375194341	1.979256733	2.377628955	2.580577366	2.322597438
GDP growth (annual %)	Eritrea	ERI	..	-3.141985774	-9.783030037	3.87650156	2.194190545	8.679799936	..	..	..	..	..	..
GDP growth (annual %)	Ethiopia	ETH	2.726451783	6.073217492	10.78852168	8.802553202	12.55053834	11.17829624	8.647811635	10.58227004	10.25749296	10.39246302	7.56176669	10.24581085
GDP growth (annual %)	"Gambia, The"	GMB	3.558879369	5.500000174	5.734641946	6.449695858	6.526297452	-4.295121773	5.599761222	4.788921982	0.900000083	4.299999773	2.216333663	3.500000132
GDP growth (annual %)	Georgia	GEO	-14.7882259	1.838341787	2.314047429	-3.650101341	6.24941822	7.22152322	6.350482702	3.387043755	4.62333166	2.880318509	2.848973396	4.98609476
GDP growth (annual %)	Ghana	GHA	3.328817883	3.700000115	9.149799094	4.844486889	7.899711912	14.04712365	9.292789414	7.312525021	3.985865624	3.837040864	3.721902905	8.507156219
GDP growth (annual %)	Guinea	GIN	4.324062754	2.503060561	4.136616153	-1.117638595	4.820715414	5.612104279	5.916911732	3.934784025	3.707451613	3.81494989	10.45410582	12.70155339
GDP growth (annual %)	Guinea-Bissau	GNB	6.099999986	5.426987367	3.203567303	3.368974948	4.61097091	8.084779738	-1.712683013	3.25590425	0.964560752	6.134082942	6.262805645	5.91897567
GDP growth (annual %)	Haiti	HTI	..	0.870059795	0.843944329	3.083247688	-5.497792337	5.523737754	2.885096051	4.234052891	2.810148498	1.211218343	1.452707027	1.173279505
GDP growth (annual %)	Honduras	HND	0.096880396	5.748148174	4.23160011	-2.43162788	3.731140344	3.835690662	4.128687749	2.791559757	3.058080562	3.840079971	3.75214891	4.78529791
GDP growth (annual %)	India	IND	5.533454563	3.840991157	3.890957062	8.479783897	10.25996306	6.6383638	5.456387552	6.386106401	7.410227605	8.154425028	7.112686097	6.624227116
GDP growth (annual %)	Indonesia	IDN	7.242131639	4.920067747	6.0137036	4.628871183	6.223854181	6.169784208	6.030050653	5.557263689	5.006668426	4.8763223	5.033279592	5.067680274
GDP growth (annual %)	Kenya	KEN	4.192050974	0.599695392	0.232282746	3.306939815	8.405699224	6.10826372	4.563209131	5.878689477	5.357116778	5.718507131	5.869192849	4.88544448
GDP growth (annual %)	Kiribati	KIR	-0.869565217	6.25	-1.847437264	0.289623952	-1.607639217	0.476842245	5.187798487	5.782166321	0.893016655	10.29603364	1.140247258	3.102807007
GDP growth (annual %)	"Korea, Dem. People’s Rep."	PRK	..	..	..	..	..	..	..	..	..	..	..	..
GDP growth (annual %)	Kosovo	XKX	..	..	2.644818653	3.341665533	3.309574839	4.812563323	2.89534857	3.431230009	1.198070976	4.094454536	4.068896143	4.466099856
GDP growth (annual %)	Kyrgyz Republic	KGZ	5.702796635	5.426673849	8.401615957	2.8862947	-0.471566848	5.956274377	-0.088150193	10.91546938	4.024038629	3.875825531	4.335855901	4.583638398
GDP growth (annual %)	Lao PDR	LAO	6.704578687	5.798782326	7.824902763	7.501774913	8.526905517	8.038652681	8.026098434	8.026300226	7.611963441	7.269591775	7.023091874	6.892747966
GDP growth (annual %)	Lesotho	LSO	6.04547333	3.875546607	6.739533681	2.1543082	6.072038616	6.901334072	5.998071843	1.843045061	3.121721844	2.516587746	2.397154488	5.590876671
GDP growth (annual %)	Liberia	LBR	-51.03086495	28.61593335	7.146939285	5.300099075	6.099944692	8.199998146	7.99445127	8.703875016	0.701141636	0	-1.6	2.454596437
GDP growth (annual %)	Madagascar	MDG	3.130029428	4.760065099	7.128513539	-4.013860583	0.263110856	1.454392168	3.027508092	2.25520404	3.315854165	3.116614714	4.179990236	4.170794766
GDP growth (annual %)	Malawi	MWI	5.692294494	1.576077837	7.639736774	8.328110276	6.874065635	4.854055109	1.885799507	5.199999998	5.700000004	2.799999999	2.484040626	4.000030517
GDP growth (annual %)	Mali	MLI	-2.502395103	-0.060834972	4.773382727	4.6790657	5.413452222	3.240252913	-0.836178866	2.303584809	7.043356204	5.962581591	5.799999995	5.3
GDP growth (annual %)	Mauritania	MRT	-1.771304534	-0.430406256	1.079967167	-1.042081704	4.773697175	4.704066531	5.795078172	6.090258732	5.579543856	1.399996443	1.999999062	3.5
GDP growth (annual %)	"Micronesia, Fed. Sts."	FSM	3.740926857	4.5632095	-2.217724288	1.177192743	2.041890243	3.347067156	-1.989479307	-3.858525094	-2.156058931	4.931500557	-0.063760472	2
GDP growth (annual %)	Moldova	MDA	..	2.107716052	7.8000001	-6.000000259	7.100000092	6.800000288	-0.700000153	9.400000099	4.799999749	-0.40000013	4.499999966	4.4999999
GDP growth (annual %)	Mongolia	MNG	-3.184460178	1.146062137	8.900367946	-1.268598941	6.365161685	17.29077758	12.31981985	11.64891619	7.885225482	2.379835807	1.243202563	5.88462458
GDP growth (annual %)	Morocco	MAR	3.411812226	1.912872981	5.923277686	4.243757321	3.815717917	5.245697297	3.009961262	4.5354242	2.669493927	4.549502042	1.222443647	4.100000007
GDP growth (annual %)	Mozambique	MOZ	0.999992833	1.678502985	6.876205447	6.351970294	6.687221632	7.117606632	7.198185826	7.1416833	7.444069492	6.593985906	3.762943039	3.710697424
GDP growth (annual %)	Myanmar	MMR	2.816933273	13.74593056	10.25530539	10.5500091	9.634439452	5.591482378	7.332670447	8.426001025	7.991243344	6.992515574	5.871982226	6.368840526
GDP growth (annual %)	Nepal	NPL	4.635036347	6.199999988	6.104639142	4.53307872	4.81641465	3.421828241	4.781192258	4.128877676	5.988984661	3.322905439	0.412891877	7.499402289
GDP growth (annual %)	Nicaragua	NIC	-0.093064818	4.101590153	3.435716936	-3.292665159	4.410099117	6.316685535	6.496136543	4.927094063	4.7854602	4.768608794	4.658759192	4.861094976
GDP growth (annual %)	Niger	NER	-1.284355381	-1.40950935	9.587673209	-0.712671174	8.369239798	2.278284739	11.84981918	5.268414897	7.529043068	4.337591116	4.925714486	4.894516591
GDP growth (annual %)	Nigeria	NGA	12.76600917	5.318093381	6.270263697	6.934416004	7.839739477	4.887386611	4.279277314	5.394416311	6.309718596	2.652693289	-1.61686895	0.81454403
GDP growth (annual %)	Pakistan	PAK	4.458586815	4.260088012	1.701405465	2.831658519	1.606691959	2.74840255	3.50703342	4.396456633	4.674707981	4.731147475	5.526735845	5.700621241
GDP growth (annual %)	Papua New Guinea	PNG	-3.01216922	-2.494841993	-0.294276458	6.805554144	10.12468634	1.107310928	4.648420685	3.82993118	15.42145307	5.298986928	1.9	2.2
GDP growth (annual %)	Philippines	PHL	3.036966294	4.41122216	4.152756843	1.148332219	7.63226478	3.659751601	6.683818881	7.064024264	6.145298786	6.066548903	6.875714823	6.684517503
GDP growth (annual %)	Rwanda	RWA	-2.399291097	8.370908173	11.16124461	6.248262564	7.334638773	8.017106915	8.64572902	4.658872927	7.62457575	8.867977374	5.981314913	6.100594048
GDP growth (annual %)	Sao Tome and Principe	STP	..	..	8.186171819	2.426281344	6.67198532	4.398201688	3.141975849	4.814794387	6.549933102	3.819988535	4.179209268	3.874960221
GDP growth (annual %)	Senegal	SEN	-0.67563815	3.186639083	3.682524403	2.423175917	4.179363063	1.761118048	4.411180285	3.455471651	4.075083326	6.456907802	6.741818201	6.78708045
GDP growth (annual %)	Sierra Leone	SLE	3.349997984	6.652727885	5.398285209	3.188051215	5.346466053	6.315045036	15.18176908	20.71576829	4.556772366	-20.59877072	6.055474029	4.157662051
GDP growth (annual %)	Solomon Islands	SLB	..	-14.26748303	7.094495143	-4.727872457	6.80904496	13.19563266	4.555394299	3.017849444	2.250090711	2.542240201	3.456606233	3.238417147
GDP growth (annual %)	Somalia	SOM	-1.484075684	..	..	..	..	..	..	..	..	..	..	..
GDP growth (annual %)	South Sudan	SSD	..	..	..	..	..	..	-52.42754292	29.32350278	2.920584117	-0.174927114	-13.83372274	..
GDP growth (annual %)	Sri Lanka	LKA	6.399995307	6.00003316	5.950088145	3.538912053	8.015959407	8.404738131	9.144579388	3.395722774	4.960706541	5.007683305	4.468829688	3.112558095
GDP growth (annual %)	Sudan	SDN	-5.470053776	6.345867769	7.801963334	3.241847572	3.469335093	-1.967728979	0.521559267	4.394711132	2.679411813	4.906045175	4.700000042	4.283071004
GDP growth (annual %)	Swaziland	SWZ	21.01800054	1.76017376	0.821663914	1.565048852	3.793754968	2.247229761	4.71815574	6.420804855	1.931010027	0.391128861	1.368694073	2.000625958
GDP growth (annual %)	Syrian Arab Republic	SYR	7.640772323	2.742857397	..	..	..	..	..	..	..	..	..	..
GDP growth (annual %)	Tajikistan	TJK	-0.599999631	8.300001012	7.899997831	3.800000992	6.500000353	7.399999383	7.499999169	7.40000057	6.69925066	6	6.900001455	7.100000708
GDP growth (annual %)	Tanzania	TZA	7.045071644	4.933846627	5.566595648	5.382346168	6.358886081	7.904507572	5.141013621	7.263060997	6.965134936	6.959314247	6.968129493	7.104161265
GDP growth (annual %)	Timor-Leste	TLS	..	..	10.00471343	-6.058326525	-1.167360954	11.83147299	4.964954576	-11.00132909	-26.04971323	20.88076021	0.824533627	-8
GDP growth (annual %)	Togo	TGO	-0.243656136	-0.783479606	2.225480232	3.510296675	3.99567877	4.883763946	4.820343516	3.967792633	5.871726319	5.384842189	5.398146189	5.565791042
GDP growth (annual %)	Tunisia	TUN	7.949819436	4.709859945	4.237776836	3.043448955	3.510608639	-1.91717768	3.997674002	2.875523842	2.971398345	1.153615837	1.108392968	1.955125675
GDP growth (annual %)	Uganda	UGA	6.474140151	3.141907338	8.708751901	6.801517348	5.637599803	9.391667749	3.837455606	3.586905826	5.106307324	5.187859863	4.656575598	3.964779888
GDP growth (annual %)	Ukraine	UKR	-6.345235128	5.9	2.299999991	-14.80000002	4.200000018	5.465531905	0.238681306	-0.026729649	-6.552618891	-9.772973947	2.307601934	2.500467472
